layer_name,status,theta_min_deg,overlap,n_shared,rank1,rank2,thetas_deg
base_model.model.bert.encoder.layer.6.intermediate.dense,PASS,84.59140792717685,0.020904604345560074,0,8,8,"[84.5914077758789, 86.06419372558594, 86.80859375, 87.50830841064453, 87.82029724121094, 88.37303161621094, 89.57160949707031, 89.81122589111328]"
base_model.model.bert.encoder.layer.6.output.dense,PASS,79.3613476645905,0.09114987403154373,0,8,8,"[79.3613510131836, 82.40766906738281, 82.95126342773438, 83.68946838378906, 84.29621887207031, 87.50626373291016, 88.4891128540039, 89.87846374511719]"
base_model.model.bert.encoder.layer.7.attention.output.dense,PASS,77.43662767723758,0.14835503697395325,0,8,8,"[77.43663024902344, 78.28678894042969, 80.01600646972656, 82.21339416503906, 85.03736877441406, 86.71656799316406, 88.69686889648438, 89.3442611694336]"
base_model.model.bert.encoder.layer.7.attention.self.key,PASS,79.93948219669706,0.08116491883993149,0,8,8,"[79.93948364257812, 80.84600067138672, 83.35318756103516, 85.24188232421875, 86.94528198242188, 87.6307373046875, 88.71670532226562, 89.8095932006836]"
base_model.model.bert.encoder.layer.7.attention.self.query,PASS,77.0482084795173,0.15347787737846375,0,8,8,"[77.04821014404297, 79.45626831054688, 80.5576171875, 82.8759765625, 83.1901626586914, 84.83602905273438, 86.63998413085938, 87.52262878417969]"
base_model.model.bert.encoder.layer.7.attention.self.value,PASS,79.61553998474169,0.09653542190790176,0,8,8,"[79.61553955078125, 80.63358306884766, 82.00579071044922, 84.5273666381836, 85.78783416748047, 86.98738861083984, 88.23690795898438, 89.7620849609375]"
base_model.model.bert.encoder.layer.7.intermediate.dense,PASS,84.27795005559746,0.02743971347808838,0,8,8,"[84.2779541015625, 85.50631713867188, 86.2191390991211, 86.50398254394531, 87.3871841430664, 88.29979705810547, 88.9697494506836, 89.80011749267578]"
base_model.model.bert.encoder.layer.7.output.dense,PASS,76.6275849398604,0.1300734281539917,0,8,8,"[76.6275863647461, 80.61551666259766, 81.45157623291016, 83.36409759521484, 84.31556701660156, 86.34764862060547, 88.54637908935547, 89.66942596435547]"
base_model.model.bert.encoder.layer.8.attention.output.dense,PASS,74.60196939808806,0.1304902732372284,0,8,8,"[74.60196685791016, 78.8992919921875, 84.42100524902344, 85.47853088378906, 85.68563842773438, 88.15609741210938, 88.82489776611328, 89.32867431640625]"
base_model.model.bert.encoder.layer.8.attention.self.key,PASS,76.13583864037616,0.12882524728775024,0,8,8,"[76.1358413696289, 79.41004943847656, 81.96331024169922, 84.56844329833984, 85.56767272949219, 87.57286071777344, 88.24507141113281, 88.82190704345703]"
